"category","region","state","year","amount"
"Population_(Thousands)","Southeast","Alabama",2011,4800
"Population_(Thousands)","Far West","Alaska",2011,723
"Population_(Thousands)","Southwest","Arizona",2011,6467
"Population_(Thousands)","Southeast","Arkansas",2011,2939
"Population_(Thousands)","Far West","California",2011,37677
"Population_(Thousands)","Rocky Mountains","Colorado",2011,5118
"Population_(Thousands)","New England","Connecticut",2011,3590
"Population_(Thousands)","Mideast","Delaware",2011,908
"Population_(Thousands)","Mideast","District of Columbia",2011,620
"Population_(Thousands)","Southeast","Florida",2011,19097
"Population_(Thousands)","Southeast","Georgia",2011,9812
"Population_(Thousands)","Far West","Hawaii",2011,1378
"Population_(Thousands)","Rocky Mountains","Idaho",2011,1584
"Population_(Thousands)","Great Lakes","Illinois",2011,12860
"Population_(Thousands)","Great Lakes","Indiana",2011,6516
"Population_(Thousands)","Plains","Iowa",2011,3065
"Population_(Thousands)","Plains","Kansas",2011,2870
"Population_(Thousands)","Southeast","Kentucky",2011,4369
"Population_(Thousands)","Southeast","Louisiana",2011,4575
"Population_(Thousands)","New England","Maine",2011,1328
"Population_(Thousands)","Mideast","Maryland",2011,5844
"Population_(Thousands)","New England","Massachusetts",2011,6612
"Population_(Thousands)","Great Lakes","Michigan",2011,9876
"Population_(Thousands)","Plains","Minnesota",2011,5349
"Population_(Thousands)","Southeast","Mississippi",2011,2978
"Population_(Thousands)","Plains","Missouri",2011,6011
"Population_(Thousands)","Rocky Mountains","Montana",2011,998
"Population_(Thousands)","Plains","Nebraska",2011,1842
"Population_(Thousands)","Far West","Nevada",2011,2718
"Population_(Thousands)","New England","New Hampshire",2011,1318
"Population_(Thousands)","Mideast","New Jersey",2011,8841
"Population_(Thousands)","Southwest","New Mexico",2011,2078
"Population_(Thousands)","Mideast","New York",2011,19520
"Population_(Thousands)","Southeast","North Carolina",2011,9651
"Population_(Thousands)","Plains","North Dakota",2011,685
"Population_(Thousands)","Great Lakes","Ohio",2011,11545
"Population_(Thousands)","Southwest","Oklahoma",2011,3786
"Population_(Thousands)","Far West","Oregon",2011,3868
"Population_(Thousands)","Mideast","Pennsylvania",2011,12744
"Population_(Thousands)","New England","Rhode Island",2011,1052
"Population_(Thousands)","Southeast","South Carolina",2011,4673
"Population_(Thousands)","Plains","South Dakota",2011,824
"Population_(Thousands)","Southeast","Tennessee",2011,6398
"Population_(Thousands)","Southwest","Texas",2011,25646
"Population_(Thousands)","Rocky Mountains","Utah",2011,2816
"Population_(Thousands)","New England","Vermont",2011,627
"Population_(Thousands)","Southeast","Virginia",2011,8110
"Population_(Thousands)","Far West","Washington",2011,6823
"Population_(Thousands)","Southeast","West Virginia",2011,1855
"Population_(Thousands)","Great Lakes","Wisconsin",2011,5710
"Population_(Thousands)","Rocky Mountains","Wyoming",2011,568
"Population_(Thousands)","Southeast","Alabama",2012,4816
"Population_(Thousands)","Far West","Alaska",2012,731
"Population_(Thousands)","Southwest","Arizona",2012,6550
"Population_(Thousands)","Southeast","Arkansas",2012,2951
"Population_(Thousands)","Far West","California",2012,38011
"Population_(Thousands)","Rocky Mountains","Colorado",2012,5190
"Population_(Thousands)","New England","Connecticut",2012,3594
"Population_(Thousands)","Mideast","Delaware",2012,917
"Population_(Thousands)","Mideast","District of Columbia",2012,635
"Population_(Thousands)","Southeast","Florida",2012,19344
"Population_(Thousands)","Southeast","Georgia",2012,9915
"Population_(Thousands)","Far West","Hawaii",2012,1392
"Population_(Thousands)","Rocky Mountains","Idaho",2012,1596
"Population_(Thousands)","Great Lakes","Illinois",2012,12871
"Population_(Thousands)","Great Lakes","Indiana",2012,6538
"Population_(Thousands)","Plains","Iowa",2012,3076
"Population_(Thousands)","Plains","Kansas",2012,2885
"Population_(Thousands)","Southeast","Kentucky",2012,4385
"Population_(Thousands)","Southeast","Louisiana",2012,4603
"Population_(Thousands)","New England","Maine",2012,1329
"Population_(Thousands)","Mideast","Maryland",2012,5890
"Population_(Thousands)","New England","Massachusetts",2012,6658
"Population_(Thousands)","Great Lakes","Michigan",2012,9887
"Population_(Thousands)","Plains","Minnesota",2012,5380
"Population_(Thousands)","Southeast","Mississippi",2012,2985
"Population_(Thousands)","Plains","Missouri",2012,6025
"Population_(Thousands)","Rocky Mountains","Montana",2012,1005
"Population_(Thousands)","Plains","Nebraska",2012,1856
"Population_(Thousands)","Far West","Nevada",2012,2753
"Population_(Thousands)","New England","New Hampshire",2012,1321
"Population_(Thousands)","Mideast","New Jersey",2012,8873
"Population_(Thousands)","Southwest","New Mexico",2012,2084
"Population_(Thousands)","Mideast","New York",2012,19603
"Population_(Thousands)","Southeast","North Carolina",2012,9746
"Population_(Thousands)","Plains","North Dakota",2012,702
"Population_(Thousands)","Great Lakes","Ohio",2012,11551
"Population_(Thousands)","Southwest","Oklahoma",2012,3817
"Population_(Thousands)","Far West","Oregon",2012,3899
"Population_(Thousands)","Mideast","Pennsylvania",2012,12772
"Population_(Thousands)","New England","Rhode Island",2012,1053
"Population_(Thousands)","Southeast","South Carolina",2012,4721
"Population_(Thousands)","Plains","South Dakota",2012,834
"Population_(Thousands)","Southeast","Tennessee",2012,6454
"Population_(Thousands)","Southwest","Texas",2012,26072
"Population_(Thousands)","Rocky Mountains","Utah",2012,2856
"Population_(Thousands)","New England","Vermont",2012,626
"Population_(Thousands)","Southeast","Virginia",2012,8192
"Population_(Thousands)","Far West","Washington",2012,6895
"Population_(Thousands)","Southeast","West Virginia",2012,1857
"Population_(Thousands)","Great Lakes","Wisconsin",2012,5726
"Population_(Thousands)","Rocky Mountains","Wyoming",2012,577
"Population_(Thousands)","Southeast","Alabama",2013,4829
"Population_(Thousands)","Far West","Alaska",2013,737
"Population_(Thousands)","Southwest","Arizona",2013,6625
"Population_(Thousands)","Southeast","Arkansas",2013,2959
"Population_(Thousands)","Far West","California",2013,38335
"Population_(Thousands)","Rocky Mountains","Colorado",2013,5268
"Population_(Thousands)","New England","Connecticut",2013,3596
"Population_(Thousands)","Mideast","Delaware",2013,925
"Population_(Thousands)","Mideast","District of Columbia",2013,649
"Population_(Thousands)","Southeast","Florida",2013,19582
"Population_(Thousands)","Southeast","Georgia",2013,9985
"Population_(Thousands)","Far West","Hawaii",2013,1406
"Population_(Thousands)","Rocky Mountains","Idaho",2013,1612
"Population_(Thousands)","Great Lakes","Illinois",2013,12880
"Population_(Thousands)","Great Lakes","Indiana",2013,6569
"Population_(Thousands)","Plains","Iowa",2013,3092
"Population_(Thousands)","Plains","Kansas",2013,2893
"Population_(Thousands)","Southeast","Kentucky",2013,4400
"Population_(Thousands)","Southeast","Louisiana",2013,4626
"Population_(Thousands)","New England","Maine",2013,1329
"Population_(Thousands)","Mideast","Maryland",2013,5931
"Population_(Thousands)","New England","Massachusetts",2013,6707
"Population_(Thousands)","Great Lakes","Michigan",2013,9899
"Population_(Thousands)","Plains","Minnesota",2013,5419
"Population_(Thousands)","Southeast","Mississippi",2013,2990
"Population_(Thousands)","Plains","Missouri",2013,6043
"Population_(Thousands)","Rocky Mountains","Montana",2013,1014
"Population_(Thousands)","Plains","Nebraska",2013,1869
"Population_(Thousands)","Far West","Nevada",2013,2786
"Population_(Thousands)","New England","New Hampshire",2013,1323
"Population_(Thousands)","Mideast","New Jersey",2013,8899
"Population_(Thousands)","Southwest","New Mexico",2013,2085
"Population_(Thousands)","Mideast","New York",2013,19674
"Population_(Thousands)","Southeast","North Carolina",2013,9842
"Population_(Thousands)","Plains","North Dakota",2013,724
"Population_(Thousands)","Great Lakes","Ohio",2013,11570
"Population_(Thousands)","Southwest","Oklahoma",2013,3852
"Population_(Thousands)","Far West","Oregon",2013,3926
"Population_(Thousands)","Mideast","Pennsylvania",2013,12781
"Population_(Thousands)","New England","Rhode Island",2013,1053
"Population_(Thousands)","Southeast","South Carolina",2013,4768
"Population_(Thousands)","Plains","South Dakota",2013,845
"Population_(Thousands)","Southeast","Tennessee",2013,6495
"Population_(Thousands)","Southwest","Texas",2013,26474
"Population_(Thousands)","Rocky Mountains","Utah",2013,2903
"Population_(Thousands)","New England","Vermont",2013,627
"Population_(Thousands)","Southeast","Virginia",2013,8263
"Population_(Thousands)","Far West","Washington",2013,6968
"Population_(Thousands)","Southeast","West Virginia",2013,1853
"Population_(Thousands)","Great Lakes","Wisconsin",2013,5743
"Population_(Thousands)","Rocky Mountains","Wyoming",2013,583
"Population_(Thousands)","Southeast","Alabama",2014,4843
"Population_(Thousands)","Far West","Alaska",2014,737
"Population_(Thousands)","Southwest","Arizona",2014,6720
"Population_(Thousands)","Southeast","Arkansas",2014,2967
"Population_(Thousands)","Far West","California",2014,38681
"Population_(Thousands)","Rocky Mountains","Colorado",2014,5350
"Population_(Thousands)","New England","Connecticut",2014,3592
"Population_(Thousands)","Mideast","Delaware",2014,935
"Population_(Thousands)","Mideast","District of Columbia",2014,659
"Population_(Thousands)","Southeast","Florida",2014,19889
"Population_(Thousands)","Southeast","Georgia",2014,10087
"Population_(Thousands)","Far West","Hawaii",2014,1416
"Population_(Thousands)","Rocky Mountains","Idaho",2014,1634
"Population_(Thousands)","Great Lakes","Illinois",2014,12868
"Population_(Thousands)","Great Lakes","Indiana",2014,6595
"Population_(Thousands)","Plains","Iowa",2014,3108
"Population_(Thousands)","Plains","Kansas",2014,2899
"Population_(Thousands)","Southeast","Kentucky",2014,4413
"Population_(Thousands)","Southeast","Louisiana",2014,4648
"Population_(Thousands)","New England","Maine",2014,1331
"Population_(Thousands)","Mideast","Maryland",2014,5967
"Population_(Thousands)","New England","Massachusetts",2014,6750
"Population_(Thousands)","Great Lakes","Michigan",2014,9916
"Population_(Thousands)","Plains","Minnesota",2014,5453
"Population_(Thousands)","Southeast","Mississippi",2014,2992
"Population_(Thousands)","Plains","Missouri",2014,6061
"Population_(Thousands)","Rocky Mountains","Montana",2014,1023
"Population_(Thousands)","Plains","Nebraska",2014,1881
"Population_(Thousands)","Far West","Nevada",2014,2833
"Population_(Thousands)","New England","New Hampshire",2014,1329
"Population_(Thousands)","Mideast","New Jersey",2014,8925
"Population_(Thousands)","Southwest","New Mexico",2014,2083
"Population_(Thousands)","Mideast","New York",2014,19719
"Population_(Thousands)","Southeast","North Carolina",2014,9934
"Population_(Thousands)","Plains","North Dakota",2014,740
"Population_(Thousands)","Great Lakes","Ohio",2014,11594
"Population_(Thousands)","Southwest","Oklahoma",2014,3877
"Population_(Thousands)","Far West","Oregon",2014,3968
"Population_(Thousands)","Mideast","Pennsylvania",2014,12791
"Population_(Thousands)","New England","Rhode Island",2014,1054
"Population_(Thousands)","Southeast","South Carolina",2014,4828
"Population_(Thousands)","Plains","South Dakota",2014,853
"Population_(Thousands)","Southeast","Tennessee",2014,6545
"Population_(Thousands)","Southwest","Texas",2014,26945
"Population_(Thousands)","Rocky Mountains","Utah",2014,2942
"Population_(Thousands)","New England","Vermont",2014,627
"Population_(Thousands)","Southeast","Virginia",2014,8317
"Population_(Thousands)","Far West","Washington",2014,7054
"Population_(Thousands)","Southeast","West Virginia",2014,1849
"Population_(Thousands)","Great Lakes","Wisconsin",2014,5758
"Population_(Thousands)","Rocky Mountains","Wyoming",2014,584
